0.0	7.15696
0.5	6.60551
1.0	5.99994
1.5	5.06703
2.0	4.30938
2.5	3.68389
3.0	3.01218
3.5	2.56855
4.0	2.17504
4.5	1.80355
5.0	1.45213
5.5	1.31797
6.0	1.12391
6.5	0.963575
7.0	0.724693
7.5	0.645407
8.0	0.62122
8.5	0.578746
9.0	0.595374
9.5	0.602228
10.0	0.606223
10.5	0.552063
11.0	0.585468
11.5	0.57862
12.0	0.558941
12.5	0.576063
13.0	0.584637
13.5	0.545493
14.0	0.589875
14.5	0.601256
15.0	0.560541
15.5	0.579849
16.0	0.586129
16.5	0.558739
17.0	0.572958
17.5	0.584533
18.0	0.541415
18.5	0.558282
19.0	0.546189
19.5	0.560801
20.0	0.536757
