0.0	7.15696
0.5	6.74861
1.0	6.21224
1.5	5.48637
2.0	4.85465
2.5	3.92643
3.0	3.14465
3.5	2.36518
4.0	1.84215
4.5	1.4907
5.0	1.21965
5.5	0.955832
6.0	0.764049
6.5	0.755346
7.0	0.629156
7.5	0.642173
8.0	0.627124
8.5	0.640036
9.0	0.580301
9.5	0.566575
10.0	0.566779
10.5	0.596906
11.0	0.556433
11.5	0.59278
12.0	0.607903
12.5	0.575582
13.0	0.585263
13.5	0.597048
14.0	0.5959
14.5	0.551355
15.0	0.534685
15.5	0.565242
16.0	0.517095
16.5	0.555397
17.0	0.57958
17.5	0.572498
18.0	0.528004
18.5	0.528785
19.0	0.551958
19.5	0.543145
20.0	0.516562
