0.0	7.15696
0.5	6.74399
1.0	6.14707
1.5	5.51954
2.0	5.02066
2.5	4.62873
3.0	4.24934
3.5	3.89361
4.0	3.31295
4.5	2.92833
5.0	2.54396
5.5	2.27798
6.0	2.00353
6.5	1.86871
7.0	1.78612
7.5	1.8741
8.0	1.81592
8.5	1.88069
9.0	1.73496
9.5	1.56394
10.0	1.41239
10.5	1.34898
11.0	1.41594
11.5	1.56922
12.0	1.58974
12.5	1.54541
13.0	1.45976
13.5	1.39044
14.0	1.40741
14.5	1.40216
15.0	1.38465
15.5	1.4126
16.0	1.40209
16.5	1.40972
17.0	1.44128
17.5	1.4863
18.0	1.48993
18.5	1.4437
19.0	1.449
19.5	1.49791
20.0	1.49057
