0.0	7.15696
0.5	6.8175
1.0	6.40517
1.5	6.02904
2.0	5.525
2.5	4.9027
3.0	4.32703
3.5	3.48946
4.0	2.78688
4.5	2.42294
5.0	2.01083
5.5	1.83142
6.0	1.60027
6.5	1.32371
7.0	1.06873
7.5	0.991269
8.0	0.781386
8.5	0.627078
9.0	0.62648
9.5	0.642459
10.0	0.637971
10.5	0.605885
11.0	0.62103
11.5	0.586784
12.0	0.628239
12.5	0.584784
13.0	0.566254
13.5	0.571489
14.0	0.539016
14.5	0.595031
15.0	0.57858
15.5	0.539554
16.0	0.550779
16.5	0.548122
17.0	0.552065
17.5	0.535815
18.0	0.522351
18.5	0.549903
19.0	0.517146
19.5	0.567892
20.0	0.555612
