0.0	7.15696
0.5	6.97942
1.0	6.61849
1.5	6.16327
2.0	5.82154
2.5	5.6533
3.0	5.321
3.5	4.65122
4.0	4.21192
4.5	3.83292
5.0	3.50901
5.5	3.28205
6.0	2.98196
6.5	2.63234
7.0	2.31078
7.5	2.10659
8.0	1.93873
8.5	1.75925
9.0	1.65567
9.5	1.53501
10.0	1.42758
10.5	1.35734
11.0	1.25975
11.5	1.22056
12.0	1.19348
12.5	1.15292
13.0	1.13981
13.5	1.10645
14.0	1.0859
14.5	1.06103
15.0	0.966904
15.5	0.920012
16.0	0.815726
16.5	0.686952
17.0	0.605137
17.5	0.568112
18.0	0.53909
18.5	0.575914
19.0	0.544241
19.5	0.528371
20.0	0.550884
