0.0	7.15696
0.5	6.78598
1.0	6.27851
1.5	5.51271
2.0	4.94733
2.5	4.48057
3.0	3.95293
3.5	3.6425
4.0	3.05114
4.5	2.66504
5.0	2.2435
5.5	2.11318
6.0	1.95913
6.5	2.02222
7.0	2.00721
7.5	1.76223
8.0	1.64707
8.5	1.67998
9.0	1.64752
9.5	1.7239
10.0	1.69771
10.5	1.61246
11.0	1.59446
11.5	1.55995
12.0	1.66652
12.5	1.67751
13.0	1.62798
13.5	1.58292
14.0	1.5698
14.5	1.59483
15.0	1.52657
15.5	1.5346
16.0	1.56704
16.5	1.58311
17.0	1.59701
17.5	1.57434
18.0	1.57686
18.5	1.51724
19.0	1.52236
19.5	1.54446
20.0	1.48748
