0.0	7.15696
0.5	6.82722
1.0	6.38053
1.5	5.93195
2.0	5.51036
2.5	5.17002
3.0	4.75349
3.5	4.43729
4.0	4.16828
4.5	4.00458
5.0	3.73215
5.5	3.40558
6.0	2.98243
6.5	2.67054
7.0	2.31388
7.5	2.13944
8.0	1.83354
8.5	1.58516
9.0	1.4302
9.5	1.1934
10.0	0.951221
10.5	0.833914
11.0	0.744113
11.5	0.618055
12.0	0.65391
12.5	0.626977
13.0	0.607991
13.5	0.574682
14.0	0.602608
14.5	0.53799
15.0	0.561082
15.5	0.610559
16.0	0.55575
16.5	0.558266
17.0	0.575826
17.5	0.555294
18.0	0.576222
18.5	0.578383
19.0	0.562255
19.5	0.568592
20.0	0.534445
